SPECIES,LITERAL LATIN,COMMON NAME,GENUS,FAMILY,ORDER,CLADE,COMMON GENUS NAME,COMMON FAMILY NAME,LIFE-FORM TYPE,SEEN AT,GROWTH FORM,GEOGRAPHIC ORIGIN,GROWTH HABIT,HORTICULTURAL DEVELOPMENT,COMMERCIAL STATUS,CONSERVATION STATUS
larix kaempferi,,japanese larch,larix,pinaceae,pinales,conifers,larches,,tree,kew,Tree,Asia,Both,Moderate,Limited,Widespread/Common
larix laricina,,tamarack,larix,pinaceae,pinales,conifers,larches,,,charlevoix,Tree,North America,Wild,Low,Limited,Widespread/Common
lathyrus odoratus,,sweet pea,lathyrus,fabaceae,fabales,dicots,,legumes,,Fifty plants,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
lathyrus sylvestris,,flat pea,lathyrus,fabaceae,fabales,dicots,sweet peas and vetchlings,,,charlevoix,Herb,Europe,Wild,Low,None,Widespread/Common
,,,laurus,lauraceae,laurales,early angiosperms,laurels,,,NA,Tree,Mediterranean,Both,Moderate,Limited,Widespread/Common
lavandula angustifolia,,english lavender,lavandula,lamiaceae,lamiales,dicots,lavanders,mints,,Expo,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
lavandula dentata,,french lavender,lavandula,lamiaceae,lamiales,dicots,,mints,,Office,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
lavandula stoechas,,topped lavender,lavandula,lamiaceae,lamiales,dicots,,mints,,garden,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
lemmaphyllum microphyllum,,green penny fern,lemmaphyllum,polypodiacea,polypodiales,ferns,,,,jakarta,Herb,Asia,Wild,Low,None,Widespread/Common
leonurus cardiaca,,common motherwort,leonorus,lamiaceae,lamiales,dicots,,,,greenwich,Herb,Europe,Wild,Low,None,Widespread/Common
,,,leontopodium,asteraceae,asterales,dicots,edelweiss,,,NA,Herb,Mountains of Europe,Wild,Moderate,Limited,Locally common
,,,leptospermum,myrtaceae,myrtales,dicots,manuka,,,NA,Shrub,Australia,Both,Moderate,Limited,Widespread/Common
leucadendron argenteum,,cape silver tree,leucadendron,proteaceae,proteales,dicots,,,tree,Kew,Tree,Africa,Cultivated,Moderate,Limited,Rare
,,,leucaena,fabaceae,fabales,dicots,leadtrees,,,NA,Tree,Central America,Both,Low,Limited,Widespread/Common
,,,leucojum,amaryllidaceae,asparagales,monocots,snowflakes,,,NA,Herb,Europe,Both,Moderate,Limited,Widespread/Common
leucophyllum frutescens,,cenizo,leucophyllum,scrophulariaceae,lamiales,dicots,,,,Expo,Shrub,North America,Both,Low,None,Widespread/Common
leucospermum conocarpodendron,,grey tree-pincushion,leucospermum,proteaceae,proteales,dicots,,,,kew,Shrub,Africa,Cultivated,Moderate,Limited,Locally common
leymus mollis,,american dune grass,leymus,poaceae,poales,monocots,,,,sooke,Herb,North America,Wild,Low,None,Widespread/Common
liatris pycnostachya,,prairie blazing star,liatris,asteraceae,asterales,dicots,,,,new york,Herb,North America,Both,Moderate,Limited,Widespread/Common
libertia ixioides,,mikoikoi,libertia,iridaceae,asparagales,monocots,,,,Kew,Herb,New Zealand,Both,Low,None,Locally common
ligustrum lucidum,,tree privet,ligustrum,oleaceae,lamiales,dicots,privets,olive,,Amman garden,Tree,Asia,Both,Low,Limited,Widespread/Common
lilium bulbiferum,,fire lily,lilium,liliaceae,liliales,monocots,lilies,lilies,,Flower bouquet,Herb,Europe,Both,High,Limited,Widespread/Common
lilium lancifolioum,,tiger lily,lilium,liliaceae,liliales,monocots,lilies,lilies,,Flower bouquet,Herb,Asia,Both,High,Limited,Widespread/Common
lilium martagon,,martagon lily,lilium,liliaceae,liliales,monocots,,,,sooke,Herb,Europe,Both,Moderate,Limited,Widespread/Common
linaria purpurea,,,linaria,plantaginaceae,lamiales,dicots,toadflaxes,,,knighton,Herb,Mediterranean,Both,Moderate,Limited,Widespread/Common
linaria vulgaris,,common toadflax,linaria,plantaginaceae,lamiales,dicots,toadflaxes,,,charlevoix,Herb,Europe,Wild,Low,None,Widespread/Common
linum usitatissimum,,flax/linseed,linum,linaceae,malpighiales,dicots,,flaxes,,Fifty plants,Herb,Mediterranean,Cultivated,Moderate,Major,Widespread/Common
Liquidambar formosana,,Chinese sweetgum,Liquidambar,altingiaceae,saxifragales,dicots,,,,Kew,Tree,Asia,Both,Moderate,Limited,Widespread/Common
Liquidambar styraciflua,,American sweetgum,Liquidambar,altingiaceae,saxifragales,dicots,,,,Kew,Tree,Eastern North America,Both,Moderate,Limited,Widespread/Common
liriodendron tulipifera,,tulip tree,liriodendron,magnoliaceae,magnoliales,early angiosperms,,,tree,kew,Tree,Eastern North America,Both,Moderate,Limited,Widespread/Common
,,,lobelia,campanulaceae,asterales,dicots,lobelias,,,NA,Herb,Worldwide,Both,High,Limited,Widespread/Common
lobularia maritima,,sweet alyssym,lobularia,brassicaceae,brassicales,dicots,,,,around amman,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
,,,lodoicea,arecaceae,arecales,monocots,double coconut,,,NA,Tree,Seychelles,Wild,Low,None,Very rare/Endangered
lonicera implexa,,mediterranean honeysuckle,lonicera,caprifoliaceae,dipsacales,dicots,,honeysuckle,,amman,Vine,Mediterranean,Wild,Low,None,Widespread/Common
lonicera japonica,,japanese honeysuckle,lonicera,caprifoliaceae,dipsacales,dicots,,honeysuckle,,Amman garden,Vine,Asia,Both,Low,None,Widespread/Common
lonicera morrowii,,morrow's honeysuckle,lonicera,caprifoliaceae,dipsacales,dicots,honeysuckles,,,greenwich,Shrub,Asia,Both,Low,None,Widespread/Common
lonicera periclymenum,,common honeysuckle,lonicera,caprifoliaceae,dipsacales,dicots,,,,knighton,Vine,Europe,Wild,Low,None,Widespread/Common
ludwigia palustris,,water purslane,ludwigia,onagraceae,myrtales,dicots,,,,greenwich,Herb,North America,Wild,Low,None,Widespread/Common
,,,ludwigia,onagraceae,myrtales,dicots,water purslane,,,NA,Herb,Worldwide,Wild,Low,None,Widespread/Common
luffa cylindrica,,sponge gourd,luffa,cucurbitaceae,cucurbitales,dicots,,,,luang prabang,Herb,Asia,Cultivated,Moderate,Limited,Widespread/Common
,,,luffa,cucurbitaceae,cucurbitales,dicots,loofahs,,,NA,Herb,Asia,Cultivated,Moderate,Limited,Widespread/Common
lunaria annua,,honesty,lunaria,brassicaceae,brassicales,dicots,,,,knighton,Herb,Europe,Both,Moderate,Limited,Widespread/Common
,,,luzula,juncaceae,poales,monocots,woodrush,,,NA,Herb,Northern Hemisphere,Wild,Low,None,Widespread/Common
lycoris radiata,,red spider lily,lycoris,amaryllidaceae,asparagales,monocots,,,,perth,Herb,Asia,Cultivated,High,Limited,Widespread/Common
lysimachia clethroides,,gooseneck loosestrife,lysimachia,primulaceae,ericales,dicots,,,,greenwich,Herb,Asia,Both,Moderate,Limited,Widespread/Common
lysimachia punctata,,dotted loosestrife,lysimachia,primulaceae,ericales,dicots,,,,knighton,Herb,Europe,Both,Moderate,Limited,Widespread/Common
,,,lysimachia,primulaceae,ericales,dicots,loosestrife,,,NA,Herb,Northern Hemisphere,Both,Moderate,Limited,Widespread/Common
maackia chinensis,,chinese maackia,maackia,fabaceae,fabales,dicots,,,,kew,Tree,Asia,Both,Low,None,Widespread/Common
magnolia grandiflora,,southern magnolia,magnolia,magnoliaceae,magnoliales,early angiosperms,magnolias,magnolia,tree,Office,Tree,Eastern North America,Both,High,Limited,Widespread/Common
magnolia macrophylla,,bigleaf magnolia,magnolia,magnoliaceae,magnoliales,early angiosperms,,,tree,new york,Tree,Eastern North America,Both,Moderate,Limited,Locally common
maleleuca viminalis,,weeping bottlebrush,maleleuca,myrtaceae,myrtales,dicots,tea trees,myrtles,tree,Amman garden,Tree,Australia,Both,High,Limited,Widespread/Common
mallotus paniculatus,,turn-in-the-wind,mallotus,euphorbiaceae,malpighiales,dicots,,spurges,,Expo,Tree,Asia,Wild,Low,None,Widespread/Common
,,,malus,rosaceae,rosales,dicots,apple,,,NA,Tree,Asia,Cultivated,High,Major,Widespread/Common
malva moschata,,musk mallow,malva,malvaceae,malvales,dicots,mallows,,,charlevoix,Herb,Europe,Wild,Low,None,Widespread/Common
malva parviflora,,cheeseweed mallow,malva,malvaceae,malvales,dicots,,mallows,,amman,Herb,Mediterranean,Wild,Low,None,Widespread/Common
malva sylvestris,,common mallow,malva,malvaceae,malvales,dicots,,,,london,Herb,Europe,Wild,Low,None,Widespread/Common
mangifera indica,,indian mango,mangifera,anacardiaceae,sapindales,dicots,mangoes,cashews and sumac,tree,yarmouk river,Tree,India,Cultivated,High,Major,Widespread/Common
manihot esculenta,,cassava,manihot,euphorbiaceae,malpighiales,dicots,,,,jakarta,Herb,South America,Cultivated,Moderate,Major,Widespread/Common
,,,manihot,euphorbiaceae,malpighiales,dicots,,,,NA,Herb,South America,Both,Moderate,Limited,Widespread/Common
mastocarpus papillatus,,grapestone,mastocarpus,phyllophoraceae,gigartinales,algae,red algae,,,nanaimo,Herb,North Pacific,Wild,Low,None,Widespread/Common
matthiola incana,,hoary stock,matthiola,brassicaceae,brassicales,dicots,,mustard and cabbage,,Scandinavian forest,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
medicago sativa,,alfalfa,medicago,fabaceae,fabales,dicots,,,,azraq,Herb,Mediterranean,Cultivated,Moderate,Major,Widespread/Common
melia azedarach,,chinaberry,melia,meliaceae,sapindales,dicots,,mahogany and chinaberry,,Amman garden,Tree,Asia,Both,Low,None,Widespread/Common
melicope ternata,,wharangi,melicope,rutaceae,sapindales,dicots,,,,Kew,Tree,New Zealand,Wild,Low,None,Locally common
mentha aquatica,,water mint,mentha,lamiaceae,lamiales,dicots,mints,,,greenwich,Herb,Europe,Wild,Low,None,Widespread/Common
mentha longifolia,,horse mint,mentha,lamiaceae,lamiales,dicots,,mints,,rum desert,Herb,Europe,Wild,Low,None,Widespread/Common
mentha spicata,,spearmint,mentha,lamiaceae,lamiales,dicots,mints,mints,,Amman garden,Herb,Europe,Cultivated,Moderate,Limited,Widespread/Common
,,,mertensia,boraginaceae,boraginales,dicots,bluebells,,,NA,Herb,Northern Hemisphere,Wild,Low,None,Widespread/Common
mesembryanthemum cordifolum,,heart-leaf ice plant,mesembryanthemum,aizoaceae,caryophyllales,dicots,ice plants,fig-marigolds,,Amman garden,Herb,Africa,Cultivated,High,Limited,Widespread/Common
metasequoia glyptostroboides,,dawn redwood,metasequoia,cupressaceae,cupressales,conifers,,,tree,sooke,Tree,China,Both,Moderate,Limited,Rare
mirabilis jalapa,,marvel of peru,mirabilis,nyctaginaceae,caryophyllales,dicots,four o'clocks,,,around amman,Herb,Central America,Cultivated,High,Limited,Widespread/Common
,,,miscanthus,poaceae,poales,monocots,silvergrass,,,NA,Herb,Asia,Both,Moderate,Limited,Widespread/Common
,,,molinia,poaceae,poales,monocots,moor grass,,,NA,Herb,Europe,Wild,Low,None,Widespread/Common
monarda didyma,,scarlet beebalm,monarda,lamiaceae,lamiales,dicots,beebalms and bergamots,,,greenwich,Herb,Eastern North America,Both,High,Limited,Widespread/Common
monarda fistulosa,,wild bergamot,monarda,lamiaceae,lamiales,dicots,,,,greenwich,Herb,North America,Wild,Low,None,Widespread/Common
monarda punctata,,horsemint,monarda,lamiaceae,lamiales,dicots,,,,new york,Herb,North America,Wild,Low,None,Widespread/Common
,,,monsonia,geraniaceae,geraniales,dicots,,,,NA,Herb,Africa,Wild,Low,None,Widespread/Common
monstera deliciosa,,swiss cheese plant,monstera,araceae,alismatales,monocots,,arums,,Office,Vine,Central America,Cultivated,High,Limited,Widespread/Common
,,,moraea,iridaceae,asparagales,monocots,cape tulips,,,NA,Herb,Africa,Both,Moderate,Limited,Widespread/Common
,,,morina,caprifoliaceae,dipsacales,dicots,whorlflower,,,NA,Herb,Asia,Wild,Low,None,Locally common
morus alba,,white mulberry,morus,moraceae,rosales,dicots,mulberries,,,around amman,Tree,Asia,Both,Low,Limited,Widespread/Common
,,,muhlenbergia,poaceae,poales,monocots,muhly grass,,,NA,Herb,Americas,Both,Moderate,Limited,Widespread/Common
musa acuminata,,cavendish banana,musa,musaceae,zingiberales,monocots,bananas,,,Expo,Herb,Southeast Asia,Cultivated,High,Major,Widespread/Common
musa ornata,,flowering banana,musa,musaceae,zingiberales,monocots,bananas,,,singapore,Herb,Southeast Asia,Cultivated,High,Limited,Widespread/Common
musa velutina,,,musa,musaceae,zingiberales,monocots,bananas,,,luang prabang,Herb,Southeast Asia,Cultivated,Moderate,Limited,Widespread/Common
musa x paradisiaca,,plantain,musa,musaceae,zingiberales,monocots,bananas,bananas,,yarmouk river,Herb,Southeast Asia,Cultivated,High,Major,Widespread/Common
muscari neglectum,,grape hyacinth,muscari,asparagaceae,asparagales,monocots,,asparagus,,Scandinavian forest,Herb,Mediterranean,Both,High,Limited,Widespread/Common
myoporum insulare,,australian ngaio,myoporum,scrophulariaceae,lamiales,dicots,,,,Amman garden,Shrub,Australia,Both,Moderate,Limited,Widespread/Common
myoporum laetum,,ngaio,myoporum,scrophulariaceae,lamiales,dicots,,,,around amman,Shrub,New Zealand,Both,Moderate,Limited,Widespread/Common
,,,myosotis,boraginaceae,boraginales,dicots,forget-me-not,,,NA,Herb,Europe,Both,High,Limited,Widespread/Common
myristica fragrans,,nutmeg,myristica,myristicaceae,magnoliales,early angiosperms,,,,Fifty plants,Tree,Southeast Asia,Cultivated,Moderate,Major,Widespread/Common
myrtus communis,,myrtle,myrtus,myrtaceae,myrtales,dicots,,,tree,NA,Shrub,Mediterranean,Both,Moderate,Limited,Widespread/Common
nandina domestica,,heavenly bamboo,nandina,berberidaceae,ranunculales,dicots,,barberry,,Office,Shrub,Asia,Cultivated,High,Limited,Widespread/Common
,,,narcissus,amaryllidaceae,asparagales,monocots,daffodils,,,NA,Herb,Europe,Cultivated,High,Limited,Widespread/Common
,,,nassella,poaceae,poales,monocots,needlegrass,,,NA,Herb,South America,Both,Low,None,Widespread/Common
nelumbo lutea,,,nelumbo,nelumbonaceae,proteales,dicots,,,,lombok,Herb,North America,Wild,Low,None,Locally common
nelumbo nucifera,,sacred lotus,nelumbo,nelumbonaceae,proteales,dicots,,,,yogyakarta,Herb,Asia,Both,Moderate,Limited,Widespread/Common
,,,nelumbo,nelumbonaceae,proteales,dicots,sacred lotus,,,NA,Herb,Asia,Both,Moderate,Limited,Widespread/Common
,,,nepeta,lamiaceae,lamiales,dicots,catmint,,,NA,Herb,Europe,Both,High,Limited,Widespread/Common
nephelium lappaceum,,rambutan,nephelium,sapindaceae,sapindales,dicots,,,,yogyakarta,Tree,Southeast Asia,Cultivated,Moderate,Limited,Widespread/Common
nereocystis luetkeana,,bull kelp,nereocystis,laminariaceae,laminariales,algae,,,,sooke,Herb,North Pacific,Wild,Low,None,Widespread/Common
nerium oleander,,oleander,nerium,apocynaceae,gentianales,dicots,,dog-banes,,Amman garden,Shrub,Mediterranean,Cultivated,High,Limited,Widespread/Common
nesiota elliptica,,st helena olive,nesiota,rhamnaceae,rosales,dicots,,,,kew,Shrub,St Helena,Wild,Low,None,Very rare/Endangered
,,,nicandra,solanaceae,solanales,dicots,,,,NA,Herb,South America,Wild,Low,None,Widespread/Common
nicotiana tabacum,,tobacco,nicotiana,solanaceae,solanales,dicots,,nightshades,,Fifty plants,Herb,South America,Cultivated,High,Major,Widespread/Common
nigella damascena,,love-in-a-mist,nigella,ranunculaceae,ranunculales,dicots,,,,kintbury,Herb,Mediterranean,Cultivated,High,Limited,Widespread/Common
,,,nigella,ranunculaceae,ranunculales,dicots,love-in-a-mist,,,NA,Herb,Mediterranean,Both,Moderate,Limited,Widespread/Common
,,,nuphar,nymphaeaceae,nymphaeales,early angiosperms,spatterdocks,,,NA,Herb,Northern Hemisphere,Wild,Low,None,Widespread/Common
nolina parviflora,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,singapore,Herb,North America,Wild,Low,None,Widespread/Common
nymphaea alba,,white waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,knighton,Herb,Europe,Wild,Low,None,Widespread/Common
nymphaea ampla,,dotleaf waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,lombok,Herb,Central America,Wild,Low,None,Widespread/Common
nymphaea mexicana,,yellow waterlily,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,gloucester,Herb,North America,Wild,Low,None,Widespread/Common
nymphaea nouchali,,blue lotus,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,hydrophyte,yogyakarta,Herb,Asia,Both,Moderate,Limited,Widespread/Common
nymphaea rubra,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,,,,bandung,Herb,Asia,Wild,Low,None,Widespread/Common
,,,nymphaea,nymphaeaceae,nymphaeales,early angiosperms,waterlily,,,NA,Herb,Worldwide,Both,Moderate,Limited,Widespread/Common
nyssa sylvatica,,tupelo,nyssa,nyssaceae,cornales,dicots,tupelos,,tree,kew,Tree,Eastern North America,Both,Low,Limited,Widespread/Common
ochna serrulata,,small-leaved plane,ochna,ochnacea,malpighiales,dicots,,,,yogyakarta,Shrub,Africa,Cultivated,Moderate,Limited,Widespread/Common
ocimum basilicum,,sweet basil,ocimum,lamiaceae,lamiales,dicots,basils,mints,,Expo,Herb,Asia,Cultivated,High,Limited,Widespread/Common
oclemena acuminata,,whorled wood aster,oclomena,asteraceae,asterales,dicots,,,,greenwich,Herb,Eastern North America,Wild,Low,None,Widespread/Common
,,,oenothera,onagraceae,myrtales,dicots,evening primrose,,,NA,Herb,Americas,Both,Moderate,Limited,Widespread/Common
olea europea,,olive,olea,oleaceae,lamiales,dicots,olives,olive,chamaephyte,Kempinski,Tree,Mediterranean,Cultivated,High,Major,Widespread/Common
oncidium sphacelatum,,kandyan dancer orchid,onchidium,orchidaceae,asparagales,monocots,,,,singapore,Herb,Central America,Cultivated,High,Limited,Widespread/Common
onoclea sensibilis,,sensitive fern,onoclea,onocleaceae,polypodiales,ferns,onoclea,,,greenwich,Herb,Eastern North America,Wild,Low,None,Widespread/Common
ononis natrix,,yellow restharrow,ononis,fabaceae,fabales,dicots,,legumes,,umm qais,Herb,Mediterranean,Wild,Low,None,Widespread/Common
opuntia cochenillifera,,cochineal nopal cactus,opuntia,cactaceae,caryophyllales,dicots,prickly pears,cactus,,Amman garden,Herb,Central America,Both,Moderate,Limited,Widespread/Common
opuntia ficus-indica,,cactus pear,opuntia,cactaceae,caryophyllales,dicots,prickly pears,cactus,,azraq,Herb,Central America,Cultivated,Moderate,Limited,Widespread/Common
opuntia microdasys,,bunny ears cactus,opuntia,cactaceae,caryophyllales,dicots,prickly pears,,,NA,Herb,North America,Cultivated,High,Limited,Widespread/Common
origanum vulgare,,oregano,origanum,lamiaceae,lamiales,dicots,,,,london,Herb,Mediterranean,Cultivated,Moderate,Limited,Widespread/Common
,,,origanum,lamiaceae,lamiales,dicots,oregano,,,NA,Herb,Mediterranean,Both,Moderate,Limited,Widespread/Common
ornithogalum umbellatum,,common star of bethlehem,ornithogalum,asparagaceae,asparagales,monocots,,asparagus,,Scandinavian forest,Herb,Mediterranean,Both,Moderate,Limited,Widespread/Common
oryza sativa,,rice,oryza,poaceae,poales,monocots,,grasses,,Fifty plants,Herb,Asia,Cultivated,High,Major,Widespread/Common
,,,ostrya,betulaceae,fagales,dicots,hop-hornbeam,,,NA,Tree,Northern Hemisphere,Wild,Low,None,Widespread/Common
oxalis corniculata,,creeping woodsorrel,oxalis,oxalidaceae,oxalidales,dicots,,,,kintbury,Herb,Worldwide,Wild,Low,None,Widespread/Common
oxalis pes-caprae,,bermuda buttercup,oxalis,oxalidaceae,oxalidales,dicots,,,,Turqoise mtn,Herb,Africa,Both,Low,None,Widespread/Common
oxalis triangularis,,false shamrock,oxalis,oxalidaceae,oxalidales,dicots,,,,kintbury,Herb,South America,Cultivated,High,Limited,Widespread/Common
pachira aquatica,,provision tree,pachira,malvaceae,malvales,dicots,pachira,,,montreal house,Tree,Central America,Cultivated,High,Limited,Widespread/Common
pachycereus pringlei,,mexican giant cactus,pachycereus,cactaceae,caryophyllales,dicots,,,,NA,Herb,North America,Wild,Low,None,Locally common
paeonia officinalis,,common peony,paeonia,paeoniaceae,saxifragales,dicots,peonies,,,greenwich,Herb,Europe,Cultivated,High,Limited,Widespread/Common
,,,panax,araliaceae,apiales,dicots,ginseng,,,NA,Herb,Asia,Both,Moderate,Major,Locally common
,,,panicum,poaceae,poales,monocots,panicgrass,,,NA,Herb,Worldwide,Wild,Low,None,Widespread/Common
papaver rhoeas,,scarlet poppy,papaver,papaveraceae,ranunculales,dicots,poppies,poppies,,Fifty plants,Herb,Europe,Both,Moderate,Limited,Widespread/Common
papaver somniferum,,opium poppy,papaver,papaveraceae,ranunculales,dicots,poppies,poppies,,Fifty plants,Herb,Mediterranean,Cultivated,Moderate,Major,Widespread/Common
,,,paris,melanthiaceae,liliales,monocots,,,,NA,Herb,Northern Hemisphere,Wild,Low,None,Widespread/Common
parthenocissus inserta,,thicket creeper,parthenocissus,vitaceae,vitales,dicots,virgin creepers,,,greenwich,Vine,North America,Wild,Low,None,Widespread/Common
parthenocissus tricuspidata,,japanese creeper,Parthenocissus,vitaceae,vitales,dicots,,,,Bermondsey,Vine,Asia,Both,Moderate,Limited,Widespread/Common
parthernocissus quinquefolia,,virginia creeper,parthenocissus,vitaceae,vitales,dicots,,grapevines,,amman,Vine,Eastern North America,Both,Moderate,Limited,Widespread/Common
paspalum notatum,,bahia grass,paspalum,poaceae,poales,monocots,,grasses,,Expo,Herb,South America,Cultivated,Moderate,Limited,Widespread/Common
passiflora caerulea,,bluecrown passionflower,passiflora,passifloraceae,malpighiales,dicots,,passionfruit,,embassy garden,Vine,South America,Both,Moderate,Limited,Widespread/Common
passiflora edulis,,common passionfruit,passiflora,passifloraceae,malpighiales,dicots,,passionfruit,,yarmouk river,Vine,South America,Cultivated,Moderate,Limited,Widespread/Common
,,,pastinaca,apiaceae,apiales,dicots,parsnips,,,NA,Herb,Europe,Cultivated,Moderate,Limited,Widespread/Common
paulownia tomentosa,,princess tree,paulownia,paulowniaceae,lamiales,dicots,,,tree,kew,Tree,Asia,Both,Moderate,Limited,Widespread/Common
pelargonium myrrhifolium,,myrrhleaf storksbill,pelargonium,geraniaceae,geraniales,dicots,,geraniums,,Scandinavian forest,Herb,Africa,Wild,Low,None,Widespread/Common
pelargonium peltatum,,ivy geranium,pelargonium,geraniaceae,geraniales,dicots,,,,NA,Herb,Africa,Cultivated,High,Limited,Widespread/Common
pelargonium x hybridum,,garden geranium,pelargonium,geraniaceae,geraniales,dicots,,geraniums,,office,Herb,Africa,Cultivated,High,Limited,Widespread/Common
,,,pelargonium,geraniaceae,geraniales,dicots,geraniums,,,NA,Herb,Africa,Cultivated,High,Limited,Widespread/Common
peltandra virginica,,green arrow arum,peltandra,araceae,alismatales,monocots,,,,jakarta,Herb,Eastern North America,Wild,Low,None,Widespread/Common
pennisetum setaceum,,fountain grass,pennisetum,poaceae,poales,monocots,fountain grasses,grasses,,Expo,Herb,Africa,Cultivated,High,Limited,Widespread/Common
,,,penstemon,plantaginaceae,lamiales,dicots,beardtongue,,,NA,Herb,North America,Both,High,Limited,Widespread/Common
,,,peperomia,piperaceae,piperales,dicots,,,,NA,Herb,Central America,Cultivated,High,Limited,Widespread/Common
persea americana,,avocado,persea,lauraceae,laurales,early angiosperms,avocadoes,,,Fifty plants,Tree,Central America,Cultivated,Moderate,Major,Widespread/Common
persea americana,,avocado,persea,lauraceae,laurales,early angiosperms,,,,bandung,Tree,Central America,Cultivated,Moderate,Major,Widespread/Common
,,,persicaria,polygonaceae,caryophyllales,dicots,smartweeds,,,NA,Herb,Worldwide,Wild,Low,None,Widespread/Common
petrea volubilis,,queen's wreath,petrea,verbenaceae,lamiales,dicots,,,,yogyakarta,Vine,Central America,Cultivated,High,Limited,Widespread/Common
petunia x atkinsiana,,garden petunia,petunia,solanaceae,solanales,dicots,,,,NA,Herb,South America,Cultivated,High,Limited,Widespread/Common
,,,phalaenopsis,orchidaceae,asparagales,monocots,moth orchids,,,NA,Herb,Southeast Asia,Cultivated,High,Limited,Widespread/Common
phellodendron amurense,,amur corktree,phellodendron,rutaceae,sapindales,dicots,corktrees,,,greenwich,Tree,Asia,Both,Low,Limited,Widespread/Common
,,,philodendron,araceae,alismatales,monocots,chinese ivy,,,NA,Vine,Central America,Cultivated,High,Limited,Widespread/Common
phleum pratense,,timothy grass,phleum,poaceae,poales,monocots,,,,kintbury,Herb,Europe,Cultivated,Moderate,Major,Widespread/Common
phlomis fruticosa,,jerusalem sage,phlomis,lamiaceae,lamiales,dicots,,mints,,Office,Shrub,Mediterranean,Both,Moderate,Limited,Widespread/Common
phlox paniculata,,garden phlox,phlox,polemoniaceae,ericales,dicots,,,,london,Herb,Eastern North America,Cultivated,High,Limited,Widespread/Common
pheonix dactylifera,,date palm,phoenix,arecaceae,arecales,monocots,,palms,tree,Expo,Tree,Middle East,Cultivated,Moderate,Major,Widespread/Common
photinia x fraseri,,red tip photinia,photinia,rosaceae,rosales,dicots,,roses,,Office,Shrub,Asia,Cultivated,High,Limited,Widespread/Common
phragmites australis,,common reed,phragmites,poaceae,poales,monocots,,,,london,Herb,Worldwide,Wild,Low,None,Widespread/Common
,,,phragmites,poaceae,poales,monocots,reed,,,NA,Herb,Worldwide,Wild,Low,None,Widespread/Common
,,,phyllocladus,podocarpaceae,araucariales,conifers,celery pine,,,NA,Tree,Southern Hemisphere,Wild,Low,None,Locally common
picea abies,,norway spruce,picea,pinaceae,pinales,conifers,spruce,,tree,Kew,Tree,Europe,Both,Moderate,Limited,Widespread/Common
picea glauca,,white spruce,picea,pinaceae,pinales,conifers,spruces,,tree,charlevoix,Tree,North America,Both,Low,Limited,Widespread/Common
picea orientales,,caucasian spruce,picea,pinaceae,pinales,conifers,spruce,,tree,kew,Tree,Asia,Both,Low,Limited,Widespread/Common
picea pungens,,blue spruce,picea,pinaceae,pinales,conifers,,,tree,nanaimo,Tree,Western North America,Both,Moderate,Limited,Widespread/Common
picea sitchensis,,sitka spruce,picea,pinaceae,pinales,conifers,spruce,,tree,kew,Tree,Western North America,Both,Low,Major,Widespread/Common
picea sitchensis,,sitka spruce,picea,pinaceae,pinales,conifers,,,tree,sooke,Tree,Western North America,Both,Low,Major,Widespread/Common
picea smithiana,,west himalayan spruce,picea,pinaceae,pinales,conifers,spruce,,tree,kew,Tree,Himalayas,Both,Low,Limited,Widespread/Common
pilosella aurantiaca,,fox-and-cubs,pilosella,asteraceae,asterales,dicots,hawkweeds,,,charlevoix,Herb,Europe,Wild,Low,None,Widespread/Common
,,,pimenta,myrtaceae,myrtales,dicots,allspice,,,NA,Tree,Caribbean,Cultivated,Low,Limited,Widespread/Common
pinus banksiana,,jack pine,pinus,pinaceae,pinales,conifers,pines,,tree,charlevoix,Tree,North America,Wild,Low,Limited,Widespread/Common
pinus halepensis,,aleppo pine,pinus,pinaceae,pinales,conifers,pines,pine,tree,Scandinavian forest,Tree,Mediterranean,Both,Low,Limited,Widespread/Common
pinus heldreichii,,bosnian pine,pinus,pinaceae,pinales,conifers,pines,,tree,kew,Tree,Europe,Both,Low,Limited,Locally common
pinus mugo,,mountain pine,pinus,pinaceae,pinales,conifers,,,tree,nanaimo,Tree,Europe,Both,Moderate,Limited,Widespread/Common
pinus nigra,,austrian pine,pinus,pinaceae,pinales,conifers,pines,,tree,kew,Tree,Europe,Both,Moderate,Limited,Widespread/Common
pinus patula,,jelecote pine,pinus,pinaceae,pinales,conifers,pines,,tree,Kew,Tree,Central America,Both,Low,Limited,Widespread/Common
pinus resinosa,,red pine,pinus,pinaceae,pinales,conifers,pines,,tree,charlevoix,Tree,Eastern North America,Wild,Low,Limited,Widespread/Common
